年份,股票代码,交易数量
2009,GGG,140603900.0
2009,IYE,140431100.0
2009,GTN,139277500.0
2009,IEX,137110800.0
2009,GSG,136426700.0
2009,ACGL,134970300.0
2009,ALTI,134471200.0
2009,IT,132076900.0
2009,GY,127876300.0
2009,ACUS,126267300.0
2009,IEV,123960100.0
2009,ALGT,122649000.0
2009,AUXL,121349600.0
2009,GAS,119811000.0
2009,ICLR,118996100.0
2009,GBE,118995300.0
2009,GA,118617800.0
2009,ITB,117871700.0
2009,AMAG,117736600.0
2009,IYW,117471400.0
2009,GDI,116543500.0
2009,APAC,114592100.0
2009,ITC,112263300.0
2009,IMGN,111735800.0
2009,IMAX,109793400.0
2009,GPK,109427200.0
2009,IFN,108294400.0
2009,AKNS,107060200.0
2009,IGR,106999900.0
2009,IDXX,105755000.0
2009,IEO,105712800.0
2009,GEO,104728900.0
2009,IGE,102882500.0
2009,ALVR,102806000.0
2009,IWA,101756800.0
2009,IJK,101157800.0
2009,AGNC,101087600.0
2009,ISPH,100758100.0
2009,ALSK,100736000.0
2009,INSU,100100800.0
2009,IAI,99610100.0
2009,AVGO,98792700.0
2009,AEZS,97155000.0
2009,IPXL,96825600.0
2009,ICA,96520100.0
2009,IGD,95394000.0
2009,AIPC,95355300.0
2009,GIM,95261100.0
2009,IFSIA,95123700.0
2009,ATSG,94316600.0
2009,IDA,92242800.0
2009,AAWW,91612800.0
2009,ABXA,91435100.0
2009,ANSV,90489700.0
2009,IJT,89371900.0
2009,ACGY,86271900.0
2009,IN,85967700.0
2009,AATI,85133200.0
2009,ARRY,84985600.0
2009,GCO,84863500.0
2009,GWR,84210700.0
2009,ISLE,83915200.0
2009,IGK,83465900.0
2009,GRO,83179400.0
2009,GAB,82125600.0
2009,AXAS,81859500.0
2009,ATSI,81704200.0
2009,IEZ,79913000.0
2009,IRET,79470100.0
2009,IJJ,79175600.0
2009,ABMD,78727000.0
2009,ARAY,78486400.0
2009,AEIS,78381600.0
2009,IPAS,76978500.0
2009,AVAV,76449500.0
2009,ICOG,75966500.0
2009,AMFI,75235400.0
2009,ATMI,74880000.0
2009,ALEX,73668800.0
2009,APOG,73466500.0
2009,GHL,73194600.0
2009,IJS,73063400.0
2009,ISBC,72208400.0
2009,GEF,72034300.0
2009,ASTE,71743500.0
2009,IHS,71657800.0
2009,ALNY,70783500.0
2009,AFAM,70485000.0
2009,ACTU,69075600.0
2009,APKT,68698600.0
2009,ANDE,68520800.0
2009,IAT,67604300.0
2009,GLT,67448900.0
2009,GFF,67354400.0
2009,APPY,66447500.0
2009,AAXJ,65957300.0
2009,ICOP,65879200.0
2009,ARTC,65690000.0
2009,APEI,65601100.0
2009,IMN,64383200.0
2009,ACWI,63786600.0
2009,IDC,63182600.0
2009,ITWO,62714500.0
2009,IGW,62615800.0
2009,IRDM,62511900.0
2009,IPHS,61577000.0
2009,GDV,61350500.0
2009,ACIW,61332700.0
2009,IVC,61123800.0
2009,ADLR,61069100.0
2009,ABAX,60799700.0
2009,ISCA,60330200.0
2009,GB,59733500.0
2009,INAP,59500800.0
2009,IPCS,59023700.0
2009,AIRV,57847000.0
2009,IART,57096600.0
2009,APCVZ,56861600.0
2009,GLS,56433700.0
2009,GLF,56058500.0
2009,ADRE,55968500.0
2009,AFSI,54421900.0
2009,ACPW,53702100.0
2009,INSP,53687700.0
2009,IMMR,53623100.0
2009,AIMC,53515900.0
2009,IPSU,52959700.0
2009,INWK,52107700.0
2009,GSL,52047300.0
2009,AVID,51347300.0
2009,AUTH,51126200.0
2009,IDG,50950000.0
2009,ASTI,50872300.0
2009,AMSG,49800700.0
2009,IILG,49509800.0
2009,IXC,49312200.0
2009,ARWR,49209000.0
2009,IHR,49169700.0
2009,ABCW,48073000.0
2009,ARQL,47950400.0
2009,IWC,47867900.0
2009,AMCN,47353600.0
2009,IPGP,46914600.0
2009,IBKC,46495800.0
2009,GIB,46432100.0
2009,ISTA,45944000.0
2009,AERG,45727200.0
2009,ISYS,45594300.0
2009,ICGE,45545700.0
2009,ARGN,45452400.0
2009,ICAD,45236500.0
2009,ASGN,45135800.0
2009,IOO,44681300.0
2009,IDIX,44439300.0
2009,IUSA,44171400.0
2009,IIF,43894200.0
2009,ADVS,43858000.0
2009,AIXG,42859300.0
2009,ACTG,42785200.0
2009,IBI,42147000.0
2009,INOD,41301000.0
2009,APSG,41223100.0
2009,INZ,40422400.0
2009,AHCI,40417900.0
2009,ALLI,40410800.0
2009,IIVI,40023600.0
2009,ACET,39777000.0
2009,ANGO,39675700.0
2009,IYC,39577400.0
2009,AMCS,39407000.0
2009,ACTS,39406700.0
2009,AXTI,39177300.0
2009,IYJ,38774300.0
2009,ICOC,38627600.0
2009,ISLN,38584600.0
2009,ATAC,38533600.0
2009,IPCM,38245300.0
2009,IIIN,38139900.0
2009,IGV,37499900.0
2009,ICUI,37413400.0
2009,ACTI,37330800.0
2009,GGC,37101200.0
2009,IMOS,37044600.0
2009,ADAT,36936800.0
2009,ACWX,36522400.0
2009,IBAS,36444200.0
2009,INHX,36434500.0
2009,AMSF,36337200.0
2009,AVGN,36005500.0
2009,ISF,35763900.0
2009,ALXA,35508600.0
2009,GBX,35262800.0
2009,IXYS,35041500.0
2009,ALAN,33908800.0
2009,ASEI,32756800.0
2009,ATEC,32200000.0
2009,AMRI,32144700.0
2009,GTS,31853800.0
2009,GRB,31640300.0
2009,AFCE,31361200.0
2009,ABTL,31289000.0
2009,IKAN,30983800.0
2009,IDU,30970300.0
2009,IHF,30676300.0
2009,IND,30536800.0
2009,IGM,30275100.0
2009,ICFI,30181000.0
2009,IYH,29942400.0
2009,IGTE,29797800.0
2009,ASTC,29668200.0
2009,GTY,29570600.0
2009,IRBT,29564000.0
2009,AGYS,28955500.0
2009,AIRM,28451000.0
2009,INDB,28324400.0
2009,IGOI,28303700.0
2009,ACTL,28189500.0
2009,AZPN,28178100.0
2009,ACCL,27908000.0
2009,ININ,27132000.0
2009,INET,27069100.0
2009,ICGN,26941800.0
2009,ARYX,26554100.0
2009,ICXT,26503200.0
2009,IRR,26360500.0
2009,IBNK,25814300.0
2009,IBCP,25577100.0
2009,ISG,25356100.0
2009,ARLP,25297800.0
2009,ANEN,25176600.0
2009,IDT,25108500.0
2009,AAON,25080100.0
2009,ACHN,25056600.0
2009,ABIO,24925100.0
2009,ANCI,24786900.0
2009,ARII,24501500.0
2009,IGN,24135600.0
2009,INDM,23979100.0
2009,AERT,23891900.0
2009,IVAC,23845800.0
2009,IFON,23648200.0
2009,ALOG,23396800.0
2009,IYY,23380600.0
2009,ABCO,23266900.0
2009,GCH,23211500.0
2009,IRSN,23000300.0
2009,ATCO,22958600.0
2009,AMIE,22836600.0
2009,IOSP,22753800.0
2009,AMTY,22731700.0
2009,IPAR,22523200.0
2009,ACLI,22415900.0
2009,GEX,22268300.0
2009,IRIS,21810700.0
2009,ACMR,21768200.0
2009,ISSI,21583900.0
2009,INB,21564400.0
2009,IXG,21466000.0
2009,GOV,21158800.0
2009,GCS,20785400.0
2009,IEI,20162800.0
2009,IXJ,20101800.0
2009,ABBC,19913500.0
2009,IHI,19754800.0
2009,AUDC,19629700.0
2009,ISP,19395500.0
2009,INVC,19307500.0
2009,GEA,19246200.0
2009,AFFY,19177600.0
2009,IX,18905900.0
2009,ACEL,18436100.0
2009,ICLK,18180600.0
2009,GEJ,18167100.0
2009,ATNI,17850500.0
2009,IGA,17595400.0
2009,AGAM,17540000.0
2009,AFOP,17521400.0
2009,ICTG,17113100.0
2009,IMNY,17028800.0
2009,APPA,16691900.0
2009,GDL,16372400.0
2009,GEC,16305900.0
2009,ACAP,16232100.0
2009,IPCC,16224500.0
2009,ISI,16139600.0
2009,AREX,15777100.0
2009,ASMI,15725100.0
2009,ASCMA,15396200.0
2009,ASPS,15312800.0
2009,ADPI,15288600.0
2009,ARTX,15247400.0
2009,GMA,15118500.0
2009,IYK,15003800.0
2009,GOM,14966000.0
2009,GHI,14884500.0
2009,IXP,14800900.0
2009,ANIK,14611000.0
2009,INFI,14606100.0
2009,IXN,14570700.0
2009,GKM,14558800.0
2009,AHGP,14558000.0
2009,AMSWA,14349300.0
2009,ATRC,14117400.0
2009,AHII,14112400.0
2009,ANAT,13985900.0
2009,AMWD,13810600.0
2009,ASGR,13759900.0
2009,III,13753100.0
2009,GDF,13579100.0
2009,IAE,13488200.0
2009,ACFN,13259700.0
2009,AACC,13198800.0
2009,IID,13161800.0
2009,AAUK,13141600.0
2009,IRS,13136200.0
2009,GPX,13114800.0
2009,ACAT,13094500.0
2009,GUT,13019300.0
2009,IFGL,12853000.0
2009,ISH,12711900.0
2009,ALLT,12684600.0
2009,GAM,12680400.0
2009,IVR,12629800.0
2009,GBL,12595900.0
2009,IDRA,12426400.0
2009,AWBC,12388600.0
2009,INTT,12227200.0
2009,ABMC,12180400.0
2009,ITA,12090800.0
2009,GF,12018300.0
2009,ATAX,11866000.0
2009,ACOM,11853700.0
2009,IFNY,11696500.0
2009,GMK,11588200.0
2009,AMPL,11516800.0
2009,GED,11427000.0
2009,ASFI,11384600.0
2009,ASYS,11374600.0
2009,AEHR,11364400.0
2009,IHE,11331200.0
2009,APAGF,10876800.0
2009,IPII,10864400.0
2009,GSH,10764600.0
2009,IMKTA,10399400.0
2009,GEG,10353000.0
2009,GNV,10175000.0
2009,AVTR,10155600.0
2009,GOF,10135600.0
2009,GSP,10069300.0
2009,IQI,10006100.0
2009,GER,9564500.0
2009,ANLY,9240600.0
2009,ABII,9186000.0
2009,ATRO,9116000.0
2009,IAAC,8985700.0
2009,ISSC,8943400.0
2009,IIT,8880200.0
2009,IRL,8770500.0
2009,ALOY,8658900.0
2009,ATRN,8551500.0
2009,ACUR,8441000.0
2009,AERO,8426600.0
2009,AEPI,8346000.0
2009,GCF,8341500.0
2009,ABCB,8121500.0
2009,IIM,8120100.0
2009,GGT,8105300.0
2009,ACME,7618500.0
2009,ITF,7578500.0
2009,GLP,7428500.0
2009,ARCL,7226300.0
2009,IAK,7209100.0
2009,ANSW,7180800.0
2009,IBIS,7151200.0
2009,IKJ,6978900.0
2009,ATAI,6936100.0
2009,ATGN,6806000.0
2009,IMT,6758100.0
2009,ARSD,6729900.0
2009,ADES,6700300.0
2009,GVI,6566900.0
2009,ALDA,6376900.0
2009,AFFM,6209400.0
2009,AROW,6179800.0
2009,IIJI,6096400.0
2009,ASTIZ,6084000.0
2009,ADRA,6061300.0
2009,AMPH,6045800.0
2009,IEP,5969400.0
2009,ALUS,5940000.0
2009,ICLN,5921700.0
2009,ITRN,5773000.0
2009,GCV,5582000.0
2009,IGI,5477600.0
2009,AVCA,5278500.0
2009,IQT,5273300.0
2009,GJM,5264500.0
2009,ADRD,5176200.0
2009,ADUS,5137900.0
2009,APAB,5082400.0
2009,IGLD,5067900.0
2009,ICB,4852600.0
2009,GFY,4774800.0
2009,ADAM,4757100.0
2009,IIC,4651400.0
2009,ARTNA,4594000.0
2009,GSC,4545300.0
2009,GAH,4545100.0
2009,IQM,4543000.0
2009,AMCE,4541800.0
2009,GWF,4511300.0
2009,ARCI,4367000.0
2009,INTX,4339000.0
2009,ARBX,4333900.0
2009,IMF,4099500.0
2009,ALNC,4048800.0
2009,ATLO,4021200.0
2009,IDSY,4018800.0
2009,GRX,4011900.0
2009,GAT,3940700.0
2009,AWRE,3939400.0
2009,GAR,3930900.0
2009,AMNB,3893300.0
2009,AMRN,3888900.0
2009,IBCA,3886400.0
2009,AMOT,3849000.0
2009,GEP,3809400.0
2009,AIRT,3793600.0
2009,ALCO,3743700.0
2009,APII,3719100.0
2009,GAJ,3679400.0
2009,ASUR,3601100.0
2009,APFC,3566000.0
2009,INPH,3506400.0
2009,IDSA,3477900.0
2009,ATRM,3405200.0
2009,IKM,3396400.0
2009,ISIG,3347000.0
2009,INBP,3318300.0
2009,INXI,3309600.0
2009,IRIX,3296100.0
2009,GRR,3187000.0
2009,IMS,3075300.0
2009,IHC,3060400.0
2009,GYB,2980600.0
2009,ATX,2889600.0
2009,IQC,2783800.0
2009,IKR,2672600.0
2009,IBA,2670400.0
2009,AUTC,2626900.0
2009,IMC,2494000.0
2009,AMIN,2459700.0
2009,ARTW,2456600.0
2009,ARKR,2362000.0
2009,ASRV,2298400.0
2009,ISM,2231100.0
2009,INFO,2173600.0
2009,IKL,2097400.0
2009,AVSR,2090700.0
2009,GBF,2083600.0
2009,ANGN,2079700.0
2009,ANTP,2074400.0
2009,AMAC,2072600.0
2009,IBCPO,2038600.0
2009,IGOV,1959400.0
2009,AEY,1954000.0
2009,GJW,1904800.0
2009,GFW,1873500.0
2009,GPJ,1869200.0
2009,ADGF,1850500.0
2009,GPD,1846000.0
2009,INOC,1836900.0
2009,ADEP,1789500.0
2009,ATRI,1778900.0
2009,IFAS,1756800.0
2009,IJD,1746700.0
2009,AAME,1686600.0
2009,ISHG,1685000.0
2009,GPW,1608700.0
2009,INMD,1562300.0
2009,IQN,1556100.0
2009,GPU,1516900.0
2009,AUBN,1515400.0
2009,ALOT,1512600.0
2009,AHPI,1457700.0
2009,ICS,1415500.0
2009,ACFC,1397800.0
2009,IFSB,1389700.0
2009,ANCX,1345400.0
2009,GFZ,1326700.0
2009,ISNS,1302200.0
2009,IFSM,1221500.0
2009,ALSE,1211100.0
2009,AMRB,1178600.0
2009,AMOV,1168800.0
2009,ABCD,1143800.0
2009,ASFN,1133200.0
2009,GUL,1112000.0
2009,INVE,1072600.0
2009,ADRU,1056600.0
2009,GJS,1052600.0
2009,IFEU,1009600.0
2009,INDY,991600.0
2009,AETI,986600.0
2009,GDO,968000.0
2009,GNI,900600.0
2009,ABVA,878000.0
2009,GYA,865500.0
2009,IIN,826000.0
2009,ARDNA,795800.0
2009,GJH,780700.0
2009,IPCI,779000.0
2009,ALBY,772600.0
2009,AMIC,750700.0
2009,INSW,713900.0
2009,INCB,712400.0
2009,IFLG,700500.0
2009,ATEA,670100.0
2009,ICCC,651300.0
2009,ALLB,615800.0
2009,AMGI,609100.0
2009,IFNA,604900.0
2009,GJD,601200.0
2009,ARCW,584200.0
2009,ISRL,532100.0
2009,GYC,514500.0
2009,GJV,493700.0
2009,GUQ,491300.0
2009,ASBI,489200.0
2009,ITIC,459600.0
2009,GAI,453600.0
2009,GUI,433800.0
2009,GJE,407500.0
2009,AMTC,392200.0
2009,IKNX,380900.0
2009,GJX,371800.0
2009,GJB,366400.0
2009,ATBC,360300.0
2009,GJG,356500.0
2009,GJI,353500.0
2009,GJR,346400.0
2009,GJO,334400.0
2009,ACSEF,326900.0
2009,ANNB,318800.0
2009,GJN,310200.0
2009,GJT,283500.0
2009,AMAB,265900.0
2009,INTG,244100.0
2009,AMGIZ,228400.0
2009,GBB,215400.0
2009,GJF,215100.0
2009,GJP,183800.0
2009,GJJ,182900.0
2009,IRETP,158300.0
2009,IMB,156300.0
2009,APSA,136300.0
2009,GJK,122400.0
2009,AMTCP,112400.0
2009,GRE,101700.0
2009,GJL,86500.0
2009,ASRVP,78800.0
2009,AMEN,2400.0
2009,GTC,0.0
