年份,股票代码,交易数量
2000,ASUR,7013200.0
2000,AMAG,6977300.0
2000,IBNK,6922900.0
2000,IVE,6893500.0
2000,IPAR,6857300.0
2000,GDF,6795000.0
2000,AIRM,6681800.0
2000,INTT,6618400.0
2000,ACGL,6579500.0
2000,ISSC,6504900.0
2000,IMKTA,6485900.0
2000,ICTG,6482400.0
2000,IRS,6433500.0
2000,IRIS,6386600.0
2000,AMED,6348200.0
2000,ANTP,6193100.0
2000,ASGR,6141100.0
2000,IVZ,6119300.0
2000,GBL,6079900.0
2000,ADPI,5984900.0
2000,IRIX,5975000.0
2000,INFO,5921400.0
2000,GGT,5668000.0
2000,INMD,5549700.0
2000,AMAC,5507700.0
2000,ANDE,5483600.0
2000,INXI,5458400.0
2000,AMTY,5455000.0
2000,IMT,5441700.0
2000,INDB,5433100.0
2000,AVCA,5427400.0
2000,IBOC,5388100.0
2000,AFOP,5267800.0
2000,IFNY,5121800.0
2000,IVW,5055900.0
2000,ICA,5001900.0
2000,GAM,4894200.0
2000,APFC,4884100.0
2000,IEV,4874600.0
2000,IYR,4852600.0
2000,IQM,4847700.0
2000,ACSEF,4840300.0
2000,APPA,4764000.0
2000,AEHR,4648700.0
2000,IBKC,4636500.0
2000,ANAT,4567300.0
2000,ACMR,4497000.0
2000,IRET,4487700.0
2000,ATAX,4372600.0
2000,ADLR,4330300.0
2000,ASCA,4309600.0
2000,ALOG,4264700.0
2000,IRL,4245900.0
2000,ATX,4226200.0
2000,INFI,4092300.0
2000,IYF,3996900.0
2000,IQT,3995500.0
2000,AHPI,3970100.0
2000,IRE,3927600.0
2000,IJK,3885800.0
2000,ASFI,3878000.0
2000,APAGF,3821200.0
2000,IVAC,3788300.0
2000,AWBC,3630000.0
2000,ISTA,3608300.0
2000,ABCB,3424000.0
2000,IDSA,3410800.0
2000,IYW,3345500.0
2000,GUT,3333500.0
2000,GAI,3208400.0
2000,GDP,3193600.0
2000,GLF,3132400.0
2000,GTY,3123600.0
2000,AEPI,3119400.0
2000,IYH,3037600.0
2000,ATEA,3020900.0
2000,AROW,2992100.0
2000,GB,2963200.0
2000,ADGF,2932000.0
2000,GAJ,2929500.0
2000,ICB,2925600.0
2000,IJJ,2866400.0
2000,IJS,2859000.0
2000,GBX,2802800.0
2000,IQC,2789500.0
2000,INCB,2773000.0
2000,IMS,2704100.0
2000,AMIE,2692800.0
2000,IIC,2668700.0
2000,ALOT,2652800.0
2000,IIN,2518000.0
2000,AFAM,2512400.0
2000,IDRA,2480900.0
2000,ARRY,2462400.0
2000,ATNI,2437400.0
2000,AHCI,2378800.0
2000,IEP,2335200.0
2000,GGC,2328900.0
2000,GCV,2297700.0
2000,ISRL,2068900.0
2000,ASEI,2026700.0
2000,IMC,1994600.0
2000,IHC,1986200.0
2000,AAME,1920700.0
2000,IYZ,1869700.0
2000,AMPH,1818900.0
2000,IX,1817400.0
2000,IYY,1760800.0
2000,ALCO,1590200.0
2000,ALAN,1585700.0
2000,IDU,1565400.0
2000,ANNB,1559100.0
2000,IQN,1537900.0
2000,GG,1488000.0
2000,ABIO,1457000.0
2000,IJT,1428200.0
2000,GMK,1423000.0
2000,ACUR,1366700.0
2000,ATRO,1331400.0
2000,APII,1304400.0
2000,ICS,1299000.0
2000,ISH,1244100.0
2000,ARTNA,1221600.0
2000,ISNS,1219000.0
2000,AMCE,1201900.0
2000,ARCW,1110000.0
2000,ITIC,1099800.0
2000,ASBI,1091000.0
2000,AMNB,993800.0
2000,IBA,888700.0
2000,AIRT,880400.0
2000,ARKR,775700.0
2000,IYG,773800.0
2000,ASTC,766400.0
2000,AMRB,721400.0
2000,IPII,679500.0
2000,AEY,677500.0
2000,ARCI,663600.0
2000,ATRI,608700.0
2000,ALLB,593300.0
2000,GNI,566900.0
2000,ASRVP,542900.0
2000,ALNC,533700.0
2000,AMTC,530000.0
2000,ARTW,516200.0
2000,ARDNA,487600.0
2000,INTG,485500.0
2000,IBCA,480000.0
2000,IFSB,464400.0
2000,AEZS,427800.0
2000,IYM,332600.0
2000,IKNX,322600.0
2000,IYK,321000.0
2000,AUBN,316800.0
2000,IYC,240400.0
2000,IYJ,203500.0
2000,ALBY,145500.0
2000,AMEN,143600.0
2000,AMRN,119100.0
2000,ABAT,67500.0
2000,IOO,28700.0
2000,ATBC,17900.0
2000,ARWR,5900.0
2000,ATLO,2700.0
2000,GTC,0.0
