年份,股票代码,交易数量
2006,INTC,17796794900.0
2006,AAPL,7703477400.0
2006,AMAT,6707841300.0
2006,GE,6277217800.0
2006,GLW,3351380900.0
2006,ATVI,2572222800.0
2006,ATML,2341924400.0
2006,AMGN,2230145100.0
2006,AMZN,1791101600.0
2006,GG,1711267600.0
2006,AMTD,1704186800.0
2006,GPS,1519568500.0
2006,IBM,1455782200.0
2006,GLD,1435087400.0
2006,ADBE,1412911100.0
2006,ALTR,1321073800.0
2006,GS,1167932200.0
2006,AMKR,1078878400.0
2006,IDTI,1021536900.0
2006,AKAM,1017134700.0
2006,IPG,918899200.0
2006,GT,873916200.0
2006,GGB,828203800.0
2006,IVAN,773683000.0
2006,ITUB,766474100.0
2006,INTU,758046400.0
2006,ADSK,745732900.0
2006,GFI,677754200.0
2006,GME,647335800.0
2006,ITW,632561400.0
2006,IR,621132700.0
2006,ASML,617054300.0
2006,GNW,613573700.0
2006,IP,599952900.0
2006,IGT,593035900.0
2006,ISIL,579843600.0
2006,AMLN,558422000.0
2006,APOL,550874100.0
2006,ADCT,536527100.0
2006,ATHR,514662900.0
2006,IYR,508124300.0
2006,ARRS,506147100.0
2006,ADP,503081400.0
2006,ILMN,499282400.0
2006,ASTM,470856000.0
2006,GIS,431284700.0
2006,AMCC,427135800.0
2006,INFA,421622900.0
2006,ICE,413167100.0
2006,AVII,411488700.0
2006,INSM,401046500.0
2006,INFY,397932100.0
2006,ACLS,396642300.0
2006,GD,388352700.0
2006,IJR,366308700.0
2006,ALKS,364817600.0
2006,ARTG,364173500.0
2006,GES,354168800.0
2006,AFFX,351737400.0
2006,GCI,329759700.0
2006,IRF,321809700.0
2006,IBB,321231300.0
2006,IACI,321197900.0
2006,GSK,318225900.0
2006,ILF,316080500.0
2006,ICO,302112800.0
2006,ISRG,289442400.0
2006,ADTN,288870000.0
2006,IBN,288425700.0
2006,ANAD,285827400.0
2006,ITT,271684400.0
2006,IVV,271157900.0
2006,ACAS,270385800.0
2006,ALXN,267766800.0
2006,GRA,251329000.0
2006,ALTI,250827100.0
2006,ADLR,239536000.0
2006,IDCC,237900100.0
2006,ARNA,237054900.0
2006,GOL,236148800.0
2006,IM,234961600.0
2006,ISIS,231263700.0
2006,AMMD,226519000.0
2006,GR,224916200.0
2006,ADPT,222654600.0
2006,ACOR,221671100.0
2006,IO,215183800.0
2006,IVN,199202200.0
2006,ALGN,194653200.0
2006,GPN,194115900.0
2006,IFON,187991900.0
2006,ARBA,185104400.0
2006,INT,184943400.0
2006,AVID,181979600.0
2006,AVNR,180118800.0
2006,INCY,177181300.0
2006,AZPN,176020100.0
2006,GTI,171020300.0
2006,ITG,169846900.0
2006,IMAX,161896600.0
2006,AVCT,158175600.0
2006,IFN,156089300.0
2006,IRM,152215800.0
2006,GDI,152199900.0
2006,GWW,151095800.0
2006,IYT,149582000.0
2006,ANDE,148506900.0
2006,ACXM,148430500.0
2006,ARIA,146892400.0
2006,GMT,146526900.0
2006,ANSS,143027600.0
2006,ALVR,140740200.0
2006,IN,140406300.0
2006,INSP,140055400.0
2006,IT,139746700.0
2006,AERG,137801900.0
2006,AMED,135034200.0
2006,AINV,134894100.0
2006,IAG,132027500.0
2006,IMOS,131931500.0
2006,INAP,130696600.0
2006,ICON,129838400.0
2006,ITRI,128282400.0
2006,GY,127135300.0
2006,IFF,125251700.0
2006,GPI,125226300.0
2006,ANPI,125002100.0
2006,IPAS,124711700.0
2006,IIIN,122175900.0
2006,ATMI,121939000.0
2006,GPC,121632100.0
2006,ABFS,119758900.0
2006,GVA,119511600.0
2006,ITMN,118433300.0
2006,AEIS,115219000.0
2006,ABXA,115146800.0
2006,ATSG,115146800.0
2006,ASBC,113031700.0
2006,IDIX,112595400.0
2006,ACGY,111641700.0
2006,GAP,110960700.0
2006,ARMH,110060000.0
2006,ING,108371900.0
2006,ID,107028600.0
2006,IVAC,105579000.0
2006,GNA,103768900.0
2006,IKAN,100782500.0
2006,GAS,98767800.0
2006,IGOI,98181700.0
2006,GXP,97852500.0
2006,ALSK,97443500.0
2006,IVZ,96274500.0
2006,GWR,95553700.0
2006,GDP,95497900.0
2006,ACTU,95470300.0
2006,IFSIA,94811600.0
2006,GEO,94483400.0
2006,GMR,94217600.0
2006,IIJI,93173000.0
2006,IOC,92638800.0
2006,GGG,92560000.0
2006,GRS,91820300.0
2006,GIL,91414600.0
2006,GPK,91067700.0
2006,AXAS,90799200.0
2006,IYZ,90799200.0
2006,IYE,90543900.0
2006,AIPC,89012100.0
2006,AATI,87452000.0
2006,IVW,87080000.0
2006,AGEN,87068000.0
2006,ANDS,86863600.0
2006,IMMU,86681800.0
2006,IEV,86050200.0
2006,IGE,86036400.0
2006,IEX,85383900.0
2006,GLT,85023800.0
2006,IJH,84022900.0
2006,ICGE,83824600.0
2006,ACIW,82982600.0
2006,ACAD,82533500.0
2006,GBX,82198600.0
2006,ABAX,82115000.0
2006,ISLE,81648500.0
2006,ASCA,81088800.0
2006,GHL,80879900.0
2006,ISPH,80691800.0
2006,ALNY,79828000.0
2006,ARCC,79733000.0
2006,ASEI,79553500.0
2006,IRC,78883700.0
2006,ATLS,78729600.0
2006,IDXX,78102400.0
2006,ARTC,77925000.0
2006,AUDC,76759500.0
2006,IGR,76539700.0
2006,IHR,76296600.0
2006,IVE,76196700.0
2006,IRIS,74547300.0
2006,GCO,74397500.0
2006,GMXR,74003000.0
2006,ATPG,73315600.0
2006,INHX,72796800.0
2006,ABTL,70902600.0
2006,ISSI,70201200.0
2006,ADRE,70183500.0
2006,GET,69329700.0
2006,ACMR,69079800.0
2006,IDA,68972300.0
2006,GB,67906400.0
2006,ASIA,66598900.0
2006,AMCS,66382100.0
2006,ITWO,64412800.0
2006,IMN,64026600.0
2006,ALLI,63749100.0
2006,IPSU,63328000.0
2006,ICLR,62823000.0
2006,GFF,62790000.0
2006,AMSC,61645700.0
2006,AFOP,61544500.0
2006,AMAG,61485300.0
2006,AMSG,61451200.0
2006,IGD,61112200.0
2006,ARRY,60287900.0
2006,ACGL,59889300.0
2006,GDV,59301800.0
2006,IGW,58463600.0
2006,IWA,57724300.0
2006,IIF,57540700.0
2006,ACPW,57463200.0
2006,GIM,57402300.0
2006,ALTH,57278800.0
2006,ACTS,56920700.0
2006,ICOC,56770400.0
2006,ASGN,56055800.0
2006,AFCE,54685300.0
2006,ISBC,54430200.0
2006,INSU,54196600.0
2006,ACTI,54190900.0
2006,GAB,54189400.0
2006,IRBT,53815700.0
2006,AERT,53588900.0
2006,AUXL,52571000.0
2006,GTN,52293300.0
2006,IMGN,51953400.0
2006,ACTG,51599900.0
2006,ASTE,51586500.0
2006,ININ,51255700.0
2006,GEF,51144200.0
2006,AIRM,50749400.0
2006,AACC,50587200.0
2006,ADVS,50242000.0
2006,ICOG,49333000.0
2006,IGN,49276500.0
2006,ACUS,49214800.0
2006,IRS,48364100.0
2006,ARTX,48358500.0
2006,ACLI,47982000.0
2006,ARQL,47960300.0
2006,ASMI,47914700.0
2006,AMWD,47536600.0
2006,IJS,47023600.0
2006,IUSA,46366900.0
2006,IVC,46157700.0
2006,APKT,45863000.0
2006,IIVI,45728200.0
2006,ANGO,45634800.0
2006,ACTL,45549500.0
2006,GCA,44687500.0
2006,AGYS,44424200.0
2006,IMA,44021400.0
2006,IART,43997600.0
2006,GRT,43251100.0
2006,ANTP,42438100.0
2006,GNK,42345700.0
2006,ARII,42214100.0
2006,IDC,42136400.0
2006,ASFI,41625500.0
2006,ARBX,41057100.0
2006,IJJ,40946800.0
2006,ITC,40757800.0
2006,IAAC,40253500.0
2006,IJT,40032600.0
2006,IFNY,39801000.0
2006,APOG,39354300.0
2006,ANEN,38636700.0
2006,IXC,38232000.0
2006,ISSC,37730100.0
2006,IXYS,36933700.0
2006,GRB,36572900.0
2006,IJK,36459400.0
2006,AHCI,36183600.0
2006,IBI,36155500.0
2006,AMRI,36067500.0
2006,ATAC,35951900.0
2006,IYH,35725400.0
2006,IHS,35697900.0
2006,ALOG,35394600.0
2006,GLF,35143600.0
2006,ANGN,35054600.0
2006,AXTI,34899000.0
2006,AKRX,34781900.0
2006,ICGN,34097700.0
2006,ISCA,33438000.0
2006,ABCO,32634300.0
2006,AAWW,32482200.0
2006,IDT,32127600.0
2006,IMMR,31813700.0
2006,IYW,30641600.0
2006,ABMD,30577400.0
2006,ISYS,30211400.0
2006,ICUI,29661400.0
2006,ARGN,29291800.0
2006,ADAT,29129500.0
2006,IPCC,29123600.0
2006,IBAS,28739000.0
2006,GCS,28298500.0
2006,ACEL,28229400.0
2006,INWK,28149100.0
2006,GCH,27544100.0
2006,ICAD,27534800.0
2006,IGV,27494700.0
2006,IMNY,26907500.0
2006,IDSY,26661900.0
2006,APSG,26582300.0
2006,IYM,26418800.0
2006,IBCP,25848500.0
2006,ARLP,25735900.0
2006,AVGN,25723400.0
2006,ARWR,25234100.0
2006,ACAT,24746600.0
2006,IOSP,24314400.0
2006,ATCO,24160000.0
2006,IBOC,23559400.0
2006,ICA,23451000.0
2006,ISIG,23424400.0
2006,AHGP,23405600.0
2006,ADAM,22956700.0
2006,IBIS,22861900.0
2006,IPAR,22815300.0
2006,ASGR,22774200.0
2006,ICTG,22438200.0
2006,GMA,22365700.0
2006,IWC,22291400.0
2006,ALOY,22171800.0
2006,ATSI,21782700.0
2006,ACAP,21298600.0
2006,ITB,21026600.0
2006,ISTA,21003200.0
2006,ACCL,20611400.0
2006,AEY,20610800.0
2006,ANSW,20301600.0
2006,IRET,19996900.0
2006,IAI,19911200.0
2006,IPII,19893800.0
2006,IXJ,19527100.0
2006,GKK,19470100.0
